Name,Year,Variable,Value,Geography Type,Date,Location
Island County,2012,Percent Bachelor's Degree or Higher,0.32,County,12/31/2012 12:00:00 AM,POINT (-122.670649 48.158554)
King County,2015,Graduate/Professional Degree,0.192,County,12/31/2015 12:00:00 AM,POINT (-121.833996 47.490599)
King County,2014,Percent Associate's Degree or Higher,0.571,County,12/31/2014 12:00:00 AM,POINT (-121.833996 47.490599)
Yakima County,2015,Percent High School Graduate or Higher,0.728,County,12/31/2015 12:00:00 AM,POINT (-120.740145 46.456558)
Kitsap County,2019,Percent Bachelor's Degree or Higher,0.348,County,12/31/2019 12:00:00 AM,POINT (-122.649636 47.639687)
Grant County,2018,Percent Associate's Degree,0.078,County,12/31/2018 12:00:00 AM,POINT (-119.467788 47.213633)
Benton County,2015,Percent Associate's Degree,0.107,County,12/31/2015 12:00:00 AM,POINT (-119.516666 46.22812)
Benton County,2011,Percent Associate's Degree or Higher,0.4,County,12/31/2011 12:00:00 AM,POINT (-119.516666 46.22812)
Pierce County,2017,Percent Associate's Degree or Higher,0.375,County,12/31/2017 12:00:00 AM,POINT (-122.153242 47.051415)
Yakima County,2017,Percent Bachelor's Degree or Higher,0.176,County,12/31/2017 12:00:00 AM,POINT (-120.740145 46.456558)
Skagit County,2016,Percent Associate's Degree,0.112,County,12/31/2016 12:00:00 AM,POINT (-121.81577 48.493292)
Skagit County,2018,Percent Associate's Degree,0.112,County,12/31/2018 12:00:00 AM,POINT (-121.81577 48.493292)
Washington,2018,Percent Associate's Degree,0.102,State,12/31/2018 12:00:00 AM,POINT (47.4073238 -120.5757999)
Grays Harbor County,2017,Percent Associate's Degree or Higher,0.254,County,12/31/2017 12:00:00 AM,POINT (-123.826655 47.113999)
Clark County,2011,Percent High School Graduate or Higher,0.908,County,12/31/2011 12:00:00 AM,POINT (-122.485903 45.771674)
Whatcom County,2019,Percent Associate's Degree,0.109,County,12/31/2019 12:00:00 AM,POINT (-121.836432 48.842653)
Kitsap County,2013,Percent Bachelor's Degree or Higher,0.309,County,12/31/2013 12:00:00 AM,POINT (-122.649636 47.639687)
Yakima County,2013,Percent Associate's Degree or Higher,0.226,County,12/31/2013 12:00:00 AM,POINT (-120.740145 46.456558)
Benton County,2016,Percent Associate's Degree or Higher,0.404,County,12/31/2016 12:00:00 AM,POINT (-119.516666 46.22812)
Clark County,2015,Percent Bachelor's Degree or Higher,0.275,County,12/31/2015 12:00:00 AM,POINT (-122.485903 45.771674)
Yakima County,2014,Percent Bachelor's Degree or Higher,0.145,County,12/31/2014 12:00:00 AM,POINT (-120.740145 46.456558)
Thurston County,2017,Percent Associate's Degree,0.108,County,12/31/2017 12:00:00 AM,POINT (-122.830152 46.935822)
Lewis County,2011,Percent Associate's Degree or Higher,0.257,County,12/31/2011 12:00:00 AM,POINT (-122.377444 46.580071)
Chelan County,2019,Percent Associate's Degree,0.11,County,12/31/2019 12:00:00 AM,POINT (-120.619041 47.860974)
Cowlitz County,2019,Percent Associate's Degree,0.124,County,12/31/2019 12:00:00 AM,POINT (-122.658682 46.185923)
Yakima County,2018,Percent Associate's Degree or Higher,0.251,County,12/31/2018 12:00:00 AM,POINT (-120.740145 46.456558)
Thurston County,2015,Percent Associate's Degree,0.107,County,12/31/2015 12:00:00 AM,POINT (-122.830152 46.935822)
Clark County,2014,Percent Associate's Degree,0.106,County,12/31/2014 12:00:00 AM,POINT (-122.485903 45.771674)
Clark County,2017,Percent Bachelor's Degree or Higher,0.316,County,12/31/2017 12:00:00 AM,POINT (-122.485903 45.771674)
Grant County,2015,Percent Bachelor's Degree or Higher,0.169,County,12/31/2015 12:00:00 AM,POINT (-119.467788 47.213633)
Pierce County,2012,Percent Associate's Degree or Higher,0.341,County,12/31/2012 12:00:00 AM,POINT (-122.153242 47.051415)
King County,2017,Percent Associate's Degree,0.082,County,12/31/2017 12:00:00 AM,POINT (-121.833996 47.490599)
Pierce County,2016,Percent Associate's Degree,0.111,County,12/31/2016 12:00:00 AM,POINT (-122.153242 47.051415)
Chelan County,2018,Percent Associate's Degree,0.11,County,12/31/2018 12:00:00 AM,POINT (-120.619041 47.860974)
Snohomish County,2015,Percent Bachelor's Degree or Higher,0.322,County,12/31/2015 12:00:00 AM,POINT (-121.766412 48.054913)
Benton County,2015,Percent Associate's Degree or Higher,0.402,County,12/31/2015 12:00:00 AM,POINT (-119.516666 46.22812)
Clark County,2019,Percent Associate's Degree or Higher,0.421,County,12/31/2019 12:00:00 AM,POINT (-122.485903 45.771674)
Washington,2018,Percent Bachelor's Degree or Higher,0.367,State,12/31/2018 12:00:00 AM,POINT (47.4073238 -120.5757999)
Snohomish County,2010,Percent Associate's Degree or Higher,0.395,County,12/31/2010 12:00:00 AM,POINT (-121.766412 48.054913)
Pierce County,2011,Percent Bachelor's Degree or Higher,0.234,County,12/31/2011 12:00:00 AM,POINT (-122.153242 47.051415)
Lewis County,2010,Percent Bachelor's Degree or Higher,0.116,County,12/31/2010 12:00:00 AM,POINT (-122.377444 46.580071)
Clark County,2010,Percent Bachelor's Degree or Higher,0.246,County,12/31/2010 12:00:00 AM,POINT (-122.485903 45.771674)
Benton County,2012,Percent Bachelor's Degree or Higher,0.295,County,12/31/2012 12:00:00 AM,POINT (-119.516666 46.22812)
Kitsap County,2012,Percent Associate's Degree,0.095,County,12/31/2012 12:00:00 AM,POINT (-122.649636 47.639687)
Clallam County,2012,Percent Associate's Degree or Higher,0.343,County,12/31/2012 12:00:00 AM,POINT (-123.88986 48.110903)
Whatcom County,2010,Percent Associate's Degree,0.103,County,12/31/2010 12:00:00 AM,POINT (-121.836432 48.842653)
Skagit County,2018,Percent Associate's Degree or Higher,0.38,County,12/31/2018 12:00:00 AM,POINT (-121.81577 48.493292)
Spokane County,2010,Percent High School Graduate or Higher,0.927,County,12/31/2010 12:00:00 AM,POINT (-117.403371 47.620375)
Snohomish County,2019,Percent Associate's Degree or Higher,0.442,County,12/31/2019 12:00:00 AM,POINT (-121.766412 48.054913)
Cowlitz County,2012,Percent High School Graduate or Higher,0.867,County,12/31/2012 12:00:00 AM,POINT (-122.658682 46.185923)
King County,2013,Graduate/Professional Degree,0.18,County,12/31/2013 12:00:00 AM,POINT (-121.833996 47.490599)
Mason County,2018,Percent Bachelor's Degree or Higher,0.199,County,12/31/2018 12:00:00 AM,POINT (-123.17385 47.354126)
Kitsap County,2015,Percent High School Graduate or Higher,0.948,County,12/31/2015 12:00:00 AM,POINT (-122.649636 47.639687)
Clark County,2013,Percent Associate's Degree or Higher,0.381,County,12/31/2013 12:00:00 AM,POINT (-122.485903 45.771674)
Franklin County,2016,Graduate/Professional Degree,0.072,County,12/31/2016 12:00:00 AM,POINT (-118.906944 46.53458)
Pierce County,2014,Graduate/Professional Degree,0.082,County,12/31/2014 12:00:00 AM,POINT (-122.153242 47.051415)
Lewis County,2017,Percent Bachelor's Degree or Higher,0.176,County,12/31/2017 12:00:00 AM,POINT (-122.377444 46.580071)
Clallam County,2011,Percent High School Graduate or Higher,0.926,County,12/31/2011 12:00:00 AM,POINT (-123.88986 48.110903)
Grays Harbor County,2011,Percent Bachelor's Degree or Higher,0.125,County,12/31/2011 12:00:00 AM,POINT (-123.826655 47.113999)
Clark County,2013,Percent High School Graduate or Higher,0.918,County,12/31/2013 12:00:00 AM,POINT (-122.485903 45.771674)
Thurston County,2012,Percent Bachelor's Degree or Higher,0.296,County,12/31/2012 12:00:00 AM,POINT (-122.830152 46.935822)
Benton County,2014,Percent High School Graduate or Higher,0.909,County,12/31/2014 12:00:00 AM,POINT (-119.516666 46.22812)
Chelan County,2016,Percent High School Graduate or Higher,0.807,County,12/31/2016 12:00:00 AM,POINT (-120.619041 47.860974)
Yakima County,2019,Percent Bachelor's Degree or Higher,0.172,County,12/31/2019 12:00:00 AM,POINT (-120.740145 46.456558)
Cowlitz County,2014,Graduate/Professional Degree,0.057,County,12/31/2014 12:00:00 AM,POINT (-122.658682 46.185923)
Kitsap County,2011,Percent High School Graduate or Higher,0.949,County,12/31/2011 12:00:00 AM,POINT (-122.649636 47.639687)
Whatcom County,2015,Graduate/Professional Degree,0.118,County,12/31/2015 12:00:00 AM,POINT (-121.836432 48.842653)
Pierce County,2016,Percent Associate's Degree or Higher,0.38,County,12/31/2016 12:00:00 AM,POINT (-122.153242 47.051415)
Island County,2014,Percent High School Graduate or Higher,0.945,County,12/31/2014 12:00:00 AM,POINT (-122.670649 48.158554)
Benton County,2011,Percent Bachelor's Degree or Higher,0.304,County,12/31/2011 12:00:00 AM,POINT (-119.516666 46.22812)
Grays Harbor County,2016,Percent Associate's Degree or Higher,0.269,County,12/31/2016 12:00:00 AM,POINT (-123.826655 47.113999)
Washington,2019,Percent Associate's Degree or Higher,0.47,State,12/31/2019 12:00:00 AM,POINT (47.4073238 -120.5757999)
Spokane County,2015,Percent Associate's Degree or Higher,0.401,County,12/31/2015 12:00:00 AM,POINT (-117.403371 47.620375)
Whatcom County,2013,Graduate/Professional Degree,0.114,County,12/31/2013 12:00:00 AM,POINT (-121.836432 48.842653)
Cowlitz County,2018,Percent Bachelor's Degree or Higher,0.17,County,12/31/2018 12:00:00 AM,POINT (-122.658682 46.185923)
Spokane County,2016,Percent Bachelor's Degree or Higher,0.309,County,12/31/2016 12:00:00 AM,POINT (-117.403371 47.620375)
Skagit County,2012,Percent Bachelor's Degree or Higher,0.249,County,12/31/2012 12:00:00 AM,POINT (-121.81577 48.493292)
Mason County,2019,Percent Bachelor's Degree or Higher,0.21,County,12/31/2019 12:00:00 AM,POINT (-123.17385 47.354126)
Benton County,2017,Percent Associate's Degree,0.09,County,12/31/2017 12:00:00 AM,POINT (-119.516666 46.22812)
Washington,2017,Percent Bachelor's Degree or Higher,0.355,State,12/31/2017 12:00:00 AM,POINT (47.4073238 -120.5757999)
Grays Harbor County,2019,Percent Bachelor's Degree or Higher,0.194,County,12/31/2019 12:00:00 AM,POINT (-123.826655 47.113999)
King County,2018,Percent Associate's Degree,0.079,County,12/31/2018 12:00:00 AM,POINT (-121.833996 47.490599)
Clallam County,2016,Percent Bachelor's Degree or Higher,0.241,County,12/31/2016 12:00:00 AM,POINT (-123.88986 48.110903)
Spokane County,2012,Percent High School Graduate or Higher,0.927,County,12/31/2012 12:00:00 AM,POINT (-117.403371 47.620375)
Island County,2017,Percent Associate's Degree,0.087,County,12/31/2017 12:00:00 AM,POINT (-122.670649 48.158554)
Cowlitz County,2016,Percent Associate's Degree,0.102,County,12/31/2016 12:00:00 AM,POINT (-122.658682 46.185923)
Skagit County,2015,Percent High School Graduate or Higher,0.909,County,12/31/2015 12:00:00 AM,POINT (-121.81577 48.493292)
Lewis County,2014,Percent Associate's Degree,0.125,County,12/31/2014 12:00:00 AM,POINT (-122.377444 46.580071)
Thurston County,2018,Percent Associate's Degree,0.1,County,12/31/2018 12:00:00 AM,POINT (-122.830152 46.935822)
Yakima County,2012,Percent Associate's Degree,0.078,County,12/31/2012 12:00:00 AM,POINT (-120.740145 46.456558)
Snohomish County,2013,Percent Associate's Degree or Higher,0.407,County,12/31/2013 12:00:00 AM,POINT (-121.766412 48.054913)
Franklin County,2011,Percent Associate's Degree,0.064,County,12/31/2011 12:00:00 AM,POINT (-118.906944 46.53458)
Cowlitz County,2018,Percent Associate's Degree or Higher,0.309,County,12/31/2018 12:00:00 AM,POINT (-122.658682 46.185923)
